name,score,budget_x,original_index,year,revenue_to_budget,lang_Arabic,lang_Basque,"lang_Bokmål, Norwegian, Norwegian Bokmål",lang_Cantonese,"lang_Catalan, Valencian",lang_Central Khmer,lang_Chinese,lang_Czech,lang_Danish,"lang_Dutch, Flemish",lang_Dzongkha,lang_English,lang_Finnish,lang_French,lang_Galician,lang_German,lang_Greek,lang_Gujarati,lang_Hindi,lang_Hungarian,lang_Icelandic,lang_Indonesian,lang_Irish,lang_Italian,lang_Japanese,lang_Kannada,lang_Korean,lang_Latin,lang_Latvian,lang_Macedonian,lang_Malay,lang_Malayalam,lang_No Language,lang_Norwegian,lang_Persian,lang_Polish,lang_Portuguese,lang_Romanian,lang_Russian,"lang_Spanish, Castilian",lang_Swedish,lang_Tagalog,lang_Tamil,lang_Telugu,lang_Thai,lang_Turkish,lang_Ukrainian,lang_Vietnamese,ctr_AR,ctr_AT,ctr_AU,ctr_BE,ctr_BO,ctr_BR,ctr_CA,ctr_CH,ctr_CL,ctr_CN,ctr_CO,ctr_CZ,ctr_DE,ctr_DK,ctr_DO,ctr_ES,ctr_FI,ctr_FR,ctr_GB,ctr_GR,ctr_GT,ctr_HK,ctr_HU,ctr_ID,ctr_IE,ctr_IL,ctr_IN,ctr_IR,ctr_IS,ctr_IT,ctr_JP,ctr_KR,ctr_LV,ctr_MU,ctr_MX,ctr_MY,ctr_NL,ctr_NO,ctr_PE,ctr_PH,ctr_PL,ctr_PR,ctr_PY,ctr_RU,ctr_SE,ctr_SG,ctr_SU,ctr_TH,ctr_TR,ctr_TW,ctr_UA,ctr_US,ctr_UY,ctr_VN,ctr_ZA,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Nan,Romance,Science_Fiction,Thriller,Tv_Movie,War,Western,text_pca_1,text_pca_2,text_pca_3,text_pca_4,text_pca_5,text_pca_6,text_pca_7,text_pca_8,text_pca_9,text_pca_10,text_pca_11,text_pca_12,text_pca_13,text_pca_14,text_pca_15,text_pca_16,text_pca_17,text_pca_18,text_pca_19,text_pca_20,text_pca_21,text_pca_22,text_pca_23,text_pca_24,text_pca_25,text_pca_26,text_pca_27,text_pca_28,text_pca_29,text_pca_30,text_pca_31,text_pca_32,text_pca_33,text_pca_34,text_pca_35,text_pca_36,text_pca_37,text_pca_38,text_pca_39,text_pca_40,text_pca_41,text_pca_42,text_pca_43,text_pca_44,text_pca_45,text_pca_46,text_pca_47,text_pca_48,text_pca_49,text_pca_50,text_pca_51,text_pca_52,text_pca_53,text_pca_54,text_pca_55,text_pca_56,text_pca_57,text_pca_58,text_pca_59,text_pca_60,text_pca_61,text_pca_62,text_pca_63,text_pca_64,text_pca_65,text_pca_66,text_pca_67,text_pca_68,text_pca_69,text_pca_70,text_pca_71,text_pca_72,text_pca_73,text_pca_74,text_pca_75
Surviving Paradise: A Family Tale,0.7000000000000001,0.21767886551139673,3123,1.0,0.0005901610465705341,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8219988,-1.9812068,0.49558148,-0.093424626,0.6292161,-1.5093477,-0.4641927,-0.051448,-0.5008602,-0.078116335,1.0969332,-1.3737787,0.10176729,-0.49763712,0.7954813,-0.12858243,0.2816117,-0.24681412,-1.7702131,-1.6586694,0.2995863,0.7115019,1.4810959,-1.1319294,-0.5554342,-0.356344,-0.28612384,-0.25109893,0.45915562,-2.3494608,0.94175524,1.209281,-0.22758178,2.4492607,-1.3853573,-1.2768937,0.02133401,-1.3083819,0.12533173,-2.5683012,0.77621853,-0.6995553,0.47988832,1.3694309,-0.6867309,1.6634468,1.0231134,0.17268923,2.2052367,-0.30880824,0.14419179,1.4882519,0.86325884,-0.1961833,1.4685931,0.89463717,-2.0045762,-1.2734609,0.82279897,0.386118,-0.0939423,-0.53689146,-0.7035562,2.0477138,-0.907164,-0.6864164,0.28058568,-0.46651885,-0.035360668,-0.33405045,-0.5713636,0.53657115,2.2710981,1.0268494,1.1164534
The Scorpion King 3: Battle for Redemption,0.45,0.010846900709420603,3126,0.8000000000000043,4.227507186263917e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8346356,0.9317562,-2.1089332,-0.22876468,-0.6785713,2.8159065,-1.2422758,0.33406338,-0.3866031,0.97819257,0.22627676,-0.7648604,-3.0350013,0.31431833,-1.9301333,-0.8619894,0.9546941,-1.12929,0.014279809,0.54792666,-0.3430135,-0.33827737,-0.03166114,3.4438004,-0.7322069,-0.84527075,0.3804046,0.6304727,0.21496846,-1.2799097,2.1883848,-0.45983696,0.53673,0.26598278,-0.2213325,-0.7005015,0.7037716,1.7890514,0.17935924,1.5117974,-0.046663985,0.35384348,-1.6611612,0.30829963,0.022948988,-0.023392737,-0.3850325,0.19244093,-0.59655106,-1.4754746,-0.33311993,-0.24964304,0.5417476,0.18135296,-0.31439605,-0.1548628,-0.0130969575,0.23812309,-0.6403855,-1.8013929,0.9739936,0.9195585,0.024155255,0.5030731,-0.22104302,-1.9000148,-0.52573127,0.2239608,-0.6726283,0.5879494,-0.6864303,-0.31426567,0.43046045,-0.028223041,0.24996112
Step Up All In,0.68,0.09780541493276826,3127,0.8400000000000034,0.0001807853895582598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6343775,-0.61403465,-1.4704909,-1.8486458,-0.8132009,-1.4053423,-0.21364795,-0.49943158,-0.21374421,0.08574737,0.18293257,-0.06924148,-0.31955895,0.20826687,-1.98936,0.45779562,-0.11337751,-1.3373742,0.45026213,2.0396876,-0.5684962,-1.3564402,0.14450167,0.5574434,0.2552046,-0.057334755,0.943845,1.6044583,0.5499298,-0.45427263,0.8789646,-1.6944314,-0.44159135,0.6833452,-0.12840578,-1.1118677,0.045602713,0.2564718,0.85007143,0.41519636,0.13314445,0.36563015,1.3638368,-1.802571,-1.005972,-0.6160439,-0.43277737,1.5359502,-0.7164121,0.54844004,1.6011375,0.35163265,1.8653222,0.99821025,0.6206945,-0.559073,0.8223449,-0.022586789,0.19702528,0.31985775,0.864652,0.76879597,-1.663979,0.8565071,-0.49115786,1.1286448,-0.99014616,-1.2301389,1.0425875,1.0445399,-0.10806367,-2.1589599,0.84975517,1.4948597,-0.7294026
Inuyasha the Movie: Affections Touching Across Time,0.77,0.0,3128,0.5800000000000054,0.5347834505323881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.031430207,0.17303894,-0.7305192,0.48565498,0.05810746,0.02192076,1.5784941,0.16892216,-1.5067416,-0.49325517,-0.6574405,-0.040713694,-0.2614328,0.62444377,0.6685,0.21404131,-1.2686366,-0.24285258,-0.47551873,-0.27670008,-0.6749998,-0.41131458,0.48578098,-0.46503326,0.42251655,-1.0101876,-1.3711047,-0.92866224,1.0780019,-0.50198156,0.48256466,0.029946111,-0.12127949,-1.0234659,-0.27569368,0.7820556,0.12605125,-0.062533595,0.11771088,-0.42815393,0.31463972,-0.45340565,1.0896657,-0.03333631,0.33658904,0.42688242,0.44545007,0.43011796,0.2990885,0.5302442,0.09562219,-1.4131068,0.06566778,-0.6297299,-0.52013594,1.495378,1.0196068,0.20832442,0.8143077,0.25573492,0.52347416,-0.28643617,0.62042624,-0.73260784,-0.015680425,0.074394874,-1.2375787,0.22795753,0.1446184,-0.37959835,0.09954306,-0.87154615,-0.64109737,-0.63875306,-0.18372926
Jason X,0.48,0.030412566409673825,3129,0.6000000000000014,0.00011431310836131946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.24857776,-1.3371433,-0.28395054,0.024796009,0.98461056,-0.17027186,0.51763463,1.2758486,-0.50934446,0.55563915,0.2929124,0.355395,-1.1799874,-0.19280799,1.2694039,-0.67755383,0.48246998,0.006808205,-0.58598846,-1.0148507,-2.0004632,-1.1513821,-0.051767666,-0.6815975,-1.2612715,-0.3457895,-0.12772499,-0.44084695,0.23261984,-0.5136704,-0.18774763,0.2626581,0.56818765,0.040478874,-1.0058718,-0.29156575,-0.94165844,-1.0488732,-0.74298185,-0.34366342,-0.5075462,0.2924633,0.6707511,-1.3960607,-0.52937615,-0.7791914,-0.2805118,1.3844514,-0.4740213,0.31033218,-0.20579003,0.2048479,0.49876836,0.10139674,-1.8789773,0.39204448,-0.7332734,0.7913432,0.9987176,-0.528785,0.30400607,-0.6700273,0.8210592,0.020054521,1.2924511,0.44677216,-0.36651233,1.1865089,0.4613815,0.7622442,-0.16148397,0.48304397,0.7083611,-0.72885174,0.6215969
Mighty Morphin Power Rangers: The Movie,0.58,0.03258652926525751,3130,0.46000000000000085,0.00041797576970952453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.17901282,-0.651808,-1.6147801,-0.72773784,0.5395209,-0.016671743,-0.0724531,1.8645935,-0.06936943,-1.1677176,0.43261406,-1.0278004,-1.3550142,0.028682439,-0.90686125,-0.8024661,-0.7806124,-1.4513489,-0.27581325,1.8134047,0.18077312,-1.0642668,0.6128643,-1.5990977,0.88827163,0.09488964,1.0150794,-0.16442072,-0.30645066,-0.4794987,1.4224015,0.29782507,1.5919363,0.42437458,-1.1507267,-0.20351526,-1.1100324,-0.53518116,1.1325195,-1.3098646,0.63021624,-1.3589989,1.8226525,-1.0532427,-0.775337,1.2772568,1.6177292,0.98894566,0.9034833,1.0841582,-1.5312393,-0.6700455,0.08098653,-0.11818807,-1.9940373,-0.9326856,-0.19044513,1.5036696,-0.812379,-0.5223952,2.0875552,1.3843861,1.0378305,0.58611417,-1.0382491,1.1256744,0.33551735,-0.14180447,-2.2177305,-0.41792232,-1.1844434,-1.5238097,-1.3075267,0.35523775,-0.8352472
A Cinderella Story: If the Shoe Fits,0.72,0.30837545712460457,3133,0.8800000000000026,0.00039837195713402797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.4939423,0.590798,1.5909464,-1.0218678,-0.2847571,-0.6260952,-0.5637392,-0.74998844,-0.59681016,3.1546252,-0.45363283,1.1138637,-1.0496302,0.87129474,-3.2530093,0.7419074,-2.0488048,0.06587896,0.8472971,0.010361442,-0.398787,-0.1482533,-0.30173048,0.37459612,1.3119109,1.4465116,-0.107558064,0.3881869,-0.17697607,0.4340766,-0.39237833,-0.9182542,-0.16338646,-0.99263006,-1.2390141,1.1937416,0.49539664,1.2259822,-0.53213245,0.5809689,-0.11243793,1.4791142,-0.48718357,-1.8454416,0.571147,0.8345173,0.757392,-0.07866401,-0.11121476,-0.049952026,0.9179694,0.054290984,-0.08098419,-1.8025177,-0.7634172,0.33060452,0.10456426,2.575861,0.3992369,-1.2617328,-1.5513428,-1.7682961,-2.8129299,0.4354205,-0.16330032,-1.6499462,0.23497616,-1.4419744,2.154039,1.2397838,0.60521954,0.46055198,0.28568968,0.8139434,-2.236583
Naruto to Boruto: The Live 2019,0.75,0.2165037868476378,3134,0.9400000000000048,0.0003758933161862935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7479722,-0.23930527,-2.0821416,-1.6277754,1.2497512,1.4007006,-1.8382874,-1.182495,-0.91603816,1.8436939,-0.7457004,-0.5535307,-0.024467228,0.86590475,-3.7860873,-1.5876724,1.0694335,1.2554454,-0.742314,0.9164748,-0.50346905,1.3224653,-0.92910075,-0.7225635,0.75527936,-3.936361,2.6320016,2.1118329,2.9886615,-0.86806625,-2.727412,-2.902861,-2.1851094,2.0250185,1.0094676,-2.6706767,2.939503,-2.2063274,0.50943875,1.7736483,5.0482707,-2.8012004,-2.4260266,-0.41589993,4.6899037,1.6681086,0.7471875,-0.18314782,2.8826187,-1.7460301,2.1714478,1.4265075,0.2181719,0.13408262,0.501775,4.7550917,1.6622907,1.0509987,-0.94696546,2.897819,1.352942,-0.057836343,-0.14414431,-5.005682,1.8436369,0.708287,0.28668058,-0.0751034,3.0685692,0.8864616,1.5749986,1.2090755,0.07076241,0.5355644,-1.0014083
Descendants of Adultery,0.47000000000000003,0.29389686450641717,3135,0.8800000000000026,0.0006617160025615779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9567329,-0.11429866,-0.10853688,-0.16283613,-0.15286519,-0.8169428,-0.3498509,-1.9893498,-0.65861034,-0.8193194,0.6844584,1.5419594,0.40695968,1.4161426,0.8037093,0.26246077,-0.104063064,0.81929886,0.13250697,-0.060543116,2.5798335,-0.30999702,-1.3485224,-0.87251663,1.3352108,-2.0117998,0.41284773,-0.46179864,1.6504303,0.4769822,-0.006794732,1.7339246,0.54595315,-1.2737657,0.69478875,-1.1272767,0.9427112,2.1628196,-2.0687816,-1.8604162,-0.9195421,0.32920966,0.6836535,0.22022152,0.59636366,-0.27742496,-0.65163624,-1.0758376,0.3947801,1.5394442,0.5620949,-0.08083424,-0.08223511,0.30429727,0.04253881,-0.82028073,-0.48683882,-0.12070645,0.9412543,0.38365316,-0.8370232,1.0785078,0.4555942,-0.06507173,0.3035145,0.60571784,1.4639881,1.4775137,0.7140612,1.6131268,-0.21767864,0.41375697,-0.27848712,0.983639,0.5603441
The Sorcerer and the White Snake,0.64,0.28911414622413306,3136,0.7800000000000011,0.0001400087992129252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6070109,0.07365258,1.3687371,-0.4558023,0.8579957,1.5728395,0.7041298,-0.6648727,0.32025227,1.3888224,-0.044711076,0.73961383,-0.36119023,2.0727468,-0.015551238,0.21397324,-0.58057934,-0.90824527,0.05182106,1.4914479,0.2980035,-0.86937416,-2.5793293,-0.9300399,0.67687804,0.47828987,0.43403766,-0.15661748,-0.028348234,-0.7947631,0.78617615,-0.067882694,-0.7276045,-0.49317992,0.97458875,-0.48856008,0.055089626,1.48865,-0.13434623,-1.7734287,-0.6268619,-0.45404527,0.541387,-0.6072728,0.54654276,-0.04385193,-0.17990008,-0.7668565,0.28399202,0.6642231,-0.89281,0.34611017,0.4124877,-0.615354,1.36459,-0.6652382,0.056773264,-0.4853574,0.26133528,-0.0039201477,1.1648748,-0.77548766,0.5146592,0.06503434,0.30441597,-0.2784766,-2.193461,1.0441662,0.4236754,-0.1122608,1.2237424,0.5160959,-0.5229551,-1.1339095,0.13870248
Police Story,0.75,0.00559094071416332,3138,0.28000000000000114,4.114165795769046e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.4054966,0.548403,-0.20401776,0.0030411175,-1.0565995,0.9736185,0.72201455,0.8458497,-0.01094952,0.26679084,-0.58879095,-0.77965343,-0.64896804,-1.6682646,0.5078387,0.026395915,0.960284,0.10263083,1.8392386,-0.36265722,1.6539798,-0.7880678,-0.5810734,0.20133696,0.6625666,-0.30451566,-0.028782245,0.2900995,2.9736803,0.21228279,1.0386221,-0.032165002,0.44709846,0.20866625,-1.0513934,0.48326164,-0.16003677,1.8416202,0.10174545,-1.0974247,-1.4517912,0.011857386,0.4008102,-0.6644723,-1.1037194,1.4491731,1.4022093,-0.9064994,0.8662943,-0.745023,1.8874247,-1.2443799,0.694226,-0.97420824,0.5405205,0.31334323,0.89297915,-0.35123318,-0.77270776,1.2388589,3.6647143e-05,-2.5817082,0.7473646,-1.2040545,-0.044439517,0.43137056,-0.619316,-1.2027959,-0.59138227,0.04071516,-1.45043,0.1578474,1.8320082,-1.3954439,-0.93578756
Red Dawn,0.5700000000000001,0.1412846720444421,3139,0.8000000000000043,6.994573560675945e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0821187,-1.3708991,0.68301255,0.58528906,-0.2715492,-0.5786599,0.5060446,0.28070536,-0.26675338,-0.6969026,-0.8264051,-0.090843,0.10331745,0.36158496,1.3609428,-0.0019296883,0.62018627,-0.86849695,0.1406582,0.6844522,0.90260607,-0.76278126,-0.6840316,-0.3791257,-1.3007969,-1.5196986,-0.27161196,1.4294103,0.42859915,-0.17622253,-0.28935742,-0.024925776,-0.20287016,-0.70581967,0.17354012,0.48431784,0.7016126,-0.35799846,0.74510753,1.0295001,1.137972,0.62840545,-0.28722104,-0.82708776,0.5968137,0.6042201,0.6245767,0.8108082,-0.56286645,0.09998297,-0.10920907,0.5023867,-1.0121273,0.011520721,0.10440115,0.66001046,-0.47036895,0.37996224,-0.24062324,-0.8579117,-0.90633994,-0.70090723,0.25029218,-0.3361158,-1.4832693,-0.7831261,0.21256752,-0.28155038,-0.5058577,-0.18599047,0.38763028,-0.8016664,-0.6746694,-0.5358294,-0.39654148
Return to the Blue Lagoon,0.63,0.02389067784292275,3140,0.38000000000000256,1.7144751900036747e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28121957,-1.310228,0.5277126,-0.47040993,-0.51127315,-1.7509528,1.4877672,-0.45172128,-0.06030784,1.895374,-0.96184474,0.3836322,-0.6812196,1.4033438,-0.8307411,-0.13441187,0.34519055,-0.9047631,-0.24524312,-0.37955266,-1.198356,-0.8551062,-0.74308294,0.23016323,2.2662222,1.6492517,-0.45456403,0.98971796,0.3666242,0.66102993,0.06082862,0.57596254,0.26490995,0.91417354,-0.06771115,-0.11515726,1.8213177,0.2834269,-0.85519207,-0.7128666,-1.820369,-1.1117454,-0.87538534,1.089752,0.6503183,-0.02494741,-2.0409243,0.44660607,0.69077384,-0.02777545,-0.84842414,1.526419,0.06451928,0.04464706,-0.15226749,-1.1771011,0.38549912,-0.83043987,0.38437372,0.45446524,-0.48093152,-0.34273794,-0.83550966,0.36419806,-0.07403627,1.4173127,2.965825,0.23832887,0.77545774,-0.10829174,-0.113610625,0.74553114,1.0284096,-1.6582943,-1.5624996
The Tourist,0.62,0.21737337198987128,3141,0.7600000000000051,0.00026317553961137814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.3310647,-0.9640285,-0.39867106,0.27135247,-1.1172435,0.16624399,-1.1837461,0.07202772,-0.2340143,1.8759942,0.5495306,0.6733839,1.0123543,1.0572516,1.468657,-1.2723746,0.7772309,-0.6764797,-0.27327433,-1.7521244,-0.7279834,-0.08207665,-1.1289488,-0.8721025,-0.55863434,0.34557825,-0.5214557,-1.3744496,-0.22004996,-2.480809,-1.7179351,0.40179455,1.437759,-1.7830088,-0.5279789,1.9882712,0.46132672,-1.3678079,0.70116496,-0.580437,-0.8544153,0.91318864,-0.29637438,-0.27369487,0.61512715,-0.95915914,-2.1030965,-0.41920125,-0.21500276,-0.98863,0.72245884,-1.2749794,-0.9029848,-0.7601923,0.9698562,0.35529083,-0.48345128,-0.5763667,-0.5988507,-0.59546673,-0.2315165,1.32187,3.331361,1.3976089,-1.1084915,-1.4774134,2.6984696,-1.1874797,1.3470899,-2.8577514,1.0041194,-0.23880719,-1.2722859,-0.4019236,-0.7979842
Sex and Zen,0.5700000000000001,0.038777995478418134,3142,0.38000000000000256,2.0712051644056486e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7127079,0.07152633,0.54135394,0.85341156,0.60552174,0.113965414,0.30826363,0.2466969,-1.3564352,-0.21595669,0.686309,-1.4714637,0.7604426,-0.17247061,-1.383722,0.3485265,0.72294956,-0.91327065,-1.0983559,-1.9983377,1.6355246,0.13051896,-0.15025912,-0.8627323,-0.3270541,0.8390496,-1.3631611,-1.1980383,0.25049463,-0.48290563,0.60455734,0.14900835,1.2016802,0.99396515,-0.067250624,1.3929019,-0.31947067,-0.27634013,-0.46630213,-0.1107124,-0.05616557,-0.1885647,0.3240081,0.25218022,0.57018286,-0.35233355,-0.58984834,-0.30826893,0.19627336,-0.63641536,-0.8382818,0.3243079,-0.16434741,0.4566137,-0.08744543,-1.1456411,0.077714436,-0.5465368,-0.4508479,-0.2821542,0.5096828,1.1883476,0.3809498,-0.4302247,0.5530947,-0.37359583,-0.50821227,-0.72361946,0.17980933,-0.05433341,0.3241815,0.5518721,-0.23874459,0.24999176,-0.56634575
30 Miles from Nowhere,0.45,0.00023796197417219085,3143,0.9200000000000017,0.0017821866554037934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8277045,0.252946,-0.32555684,-0.16811483,-0.16943458,1.1444714,0.39577445,-0.859514,0.39990446,0.7643779,0.3983045,0.2755756,1.0288217,-1.7681164,-0.5123144,-1.4930625,-0.36599794,-3.1124635,-0.1140056,-0.47044465,0.20141661,-0.8520819,3.5604873,0.001618115,-0.056587882,-0.7841579,0.2853293,-0.15862645,0.6134041,0.29289588,0.32932714,-0.03862768,-1.7074349,1.3929943,-0.42642894,-0.30403277,0.25149962,0.5210498,-1.7558619,0.21887319,-1.1695337,-1.5771649,-0.6134435,0.8384437,-0.9067732,-1.9525888,-1.2575678,0.58328366,-1.4868654,-1.5226923,-0.8559166,0.972075,-0.88811857,-0.7849737,0.3686266,-0.3513133,0.11882489,-0.42761865,1.0642655,-0.5750931,-0.5163395,-0.018184464,-1.9334903,-0.21542186,-0.14370395,-1.767586,-1.6674266,-1.7951995,-1.9488388,-0.7451066,0.2703499,-0.7480702,1.1429923,0.5290558,1.4416863
